"","instnm","conference","r_squared"
"11839","Michigan State","Big 10",0.0873367152564282
"11840","Michigan State","Big 10",0.0722405057892587
"11841","Michigan State","Big 10",0.292145927713351
"11842","Michigan State","Big 10",0.36313089399922
"11843","Michigan State","Big 10",0.0912029065923194
"11844","Michigan State","Big 10",0.223062431749613
"11845","Michigan State","Big 10",0.00240395283017537
"11846","Michigan State","Big 10",0.018934790262881
"11847","Michigan State","Big 10",0.0730228882749043
"11848","Michigan State","Big 10",0.000112081568368157
"11849","Michigan State","Big 10",0.117348816980242
"11850","Michigan State","Big 10",0.0191878534907532
"11851","Michigan State","Big 10",0.33618248250524
"11852","Michigan State","Big 10",0.0141750655917223
"11853","Michigan State","Big 10",0.163057368538542
"11854","Michigan State","Big 10",0.0771571939113206
"11855","Michigan State","Big 10",0.225046613895924
"11856","Michigan State","Big 10",0.0941346813382208
"11857","Michigan State","Big 10",2.0528296517308e-05
"11858","Michigan State","Big 10",0.166838598529449
"11859","Michigan State","Big 10",0.125864072091309
"11860","Michigan State","Big 10",0.000504537438415281
"11861","Michigan State","Big 10",0.485270260671421
"11862","Michigan State","Big 10",0.0490961718720744
"11863","Michigan State","Big 10",0.263587330302719
"11864","Michigan State","Big 10",0.0877916091103782
"11865","Michigan State","Big 10",0.348532222189799
"11866","Michigan State","Big 10",0.0370318391899645
"11867","Michigan State","Big 10",0.0837057625391212
"11868","Michigan State","Big 10",0.257107400770475
"11869","Michigan State","Big 10",0.16575188634892
"11870","Michigan State","Big 10",0.205031973763429
"11871","Michigan State","Big 10",0.0167709996397576
"11872","Michigan State","Big 10",0.455252056154382
"11873","Michigan State","Big 10",0.14951668469929
"11874","Michigan State","Big 10",0.0171648271486675
"11875","Michigan State","Big 10",0.000596303438931059
"11876","Michigan State","Big 10",0.305824943037311
"11877","Michigan State","Big 10",0.00569108948164406
"11878","Michigan State","Big 10",0.0034910309691171
"11879","Michigan State","Big 10",0.123257425063271
"11880","Michigan State","Big 10",0.0194166940164389
"11881","Michigan State","Big 10",0.0164621625831299
"11882","Michigan State","Big 10",0.243974299712297
"11883","Michigan State","Big 10",0.00536294850265867
"11884","Michigan State","Big 10",0.246258729162669
"11885","Michigan State","Big 10",0.0140531068087601
"11886","Michigan State","Big 10",0.00818389526675277
"11887","Michigan State","Big 10",0.248890593852807
"11888","Michigan State","Big 10",0.000379897919256689
"11889","Michigan State","Big 10",0.250652844546808
"11890","Michigan State","Big 10",0.0122180232000342
"11891","Michigan State","Big 10",0.069606153425198
"11892","Michigan State","Big 10",0.12147674569588
"11893","Michigan State","Big 10",0.0758502946489438
"11894","Michigan State","Big 10",0.0377904922605607
"11895","Michigan State","Big 10",0.027389703836528
"11896","Michigan State","Big 10",0.351961678183853
"11897","Michigan State","Big 10",0.233391621353018
"11898","Michigan State","Big 10",0.21326114088475
"11899","Michigan State","Big 10",0.111623843654249
"11900","Michigan State","Big 10",0.0806158743813797
"11901","Michigan State","Big 10",0.170432740185266
"11902","Michigan State","Big 10",0.284434223884443
"11903","Michigan State","Big 10",0.689805389960136
"11904","Michigan State","Big 10",0.0728423268846273
"11905","Michigan State","Big 10",0.0666885161254119
"11906","Michigan State","Big 10",0.0621200832259504
"11907","Michigan State","Big 10",0.623642583682405
"11908","Michigan State","Big 10",0.0761787406435148
"11909","Michigan State","Big 10",0.143526169805771
"11910","Michigan State","Big 10",0.0892575217997555
"11911","Michigan State","Big 10",0.189356164618757
"11912","Michigan State","Big 10",0.087996981369896
"11913","Michigan State","Big 10",0.143810645802058
"11914","Michigan State","Big 10",0.0320840620105624
"11915","Michigan State","Big 10",0.127599591165302
"11916","Michigan State","Big 10",0.025862937124257
"11917","Michigan State","Big 10",0.00659079104372612
"11918","Michigan State","Big 10",0.0406766899598065
"11919","Michigan State","Big 10",0.327473987264017
"11920","Michigan State","Big 10",0.0335148646928526
"11921","Michigan State","Big 10",0.150301517821128
"11922","Michigan State","Big 10",0.0364679426197499
"11923","Michigan State","Big 10",0.333562310900978
"11924","Michigan State","Big 10",0.132595521980993
"11925","Michigan State","Big 10",0.136700204147391
"11926","Michigan State","Big 10",3.70758616926541e-05
"11927","Michigan State","Big 10",0.100004769527824
"11928","Michigan State","Big 10",0.0705762361254307
"11929","Michigan State","Big 10",0.193743762989277
"11930","Michigan State","Big 10",0.384125022781809
"11931","Michigan State","Big 10",0.00649878456716077
"11932","Michigan State","Big 10",0.328208587357972
"11933","Michigan State","Big 10",0.277899603757575
"11934","Michigan State","Big 10",0.212578287266773
"11935","Michigan State","Big 10",0.000837859921458564
"11936","Michigan State","Big 10",0.0379924832306062
"11937","Michigan State","Big 10",0.394325104348625
"11938","Michigan State","Big 10",0.0807146942382419
"11939","Michigan State","Big 10",0.0544373871918731
"11940","Michigan State","Big 10",8.20621219600069e-05
"11941","Michigan State","Big 10",0.000336199285015763
"11942","Michigan State","Big 10",0.0595346709850931
"11943","Michigan State","Big 10",0.485854321478603
"11944","Michigan State","Big 10",0.00366323320160271
"11945","Michigan State","Big 10",0.348144276694458
"11946","Michigan State","Big 10",0.139820717615405
"11947","Michigan State","Big 10",0.00047626023304195
"11948","Michigan State","Big 10",0.110979059577876
"11949","Michigan State","Big 10",0.0225544830728628
"11950","Michigan State","Big 10",5.70438553164964e-05
"11951","Michigan State","Big 10",0.262424518756415
"11952","Michigan State","Big 10",0.352940482304941
"11953","Michigan State","Big 10",0.158727398203824
"11954","Michigan State","Big 10",0.0691744621875321
"11955","Michigan State","Big 10",0.104241137286102
"11956","Michigan State","Big 10",0.0185918752121188
"11957","Michigan State","Big 10",0.0682917404182958
"11958","Michigan State","Big 10",0.16418516847676
"11959","Michigan State","Big 10",0.131466248059994
"11960","Michigan State","Big 10",0.560317021939255
"11961","Michigan State","Big 10",0.180783011109856
"11962","Michigan State","Big 10",0.256805667869332
"11963","Michigan State","Big 10",0.0106389983156074
"11964","Michigan State","Big 10",0.0849421637022975
"11965","Michigan State","Big 10",0.114785475000488
"11966","Michigan State","Big 10",0.0427041237744856
"11967","Michigan State","Big 10",0.0558763425650691
"11968","Michigan State","Big 10",0.1082149743581
"11969","Michigan State","Big 10",0.0489567959207435
"11970","Michigan State","Big 10",0.448139715729574
"11971","Michigan State","Big 10",0.553171991516594
"11972","Michigan State","Big 10",0.00041106908613261
"11973","Michigan State","Big 10",0.248376676075943
"11974","Michigan State","Big 10",0.425051118747137
"11975","Michigan State","Big 10",0.249877052120421
"11976","Michigan State","Big 10",0.23498182393942
"11977","Michigan State","Big 10",2.44591232682678e-05
"11978","Michigan State","Big 10",0.00738096394087942
"11979","Michigan State","Big 10",0.0911394091642572
"11980","Michigan State","Big 10",0.190085416161485
"11981","Michigan State","Big 10",0.191411788609084
"11982","Michigan State","Big 10",0.305842230976516
"11983","Michigan State","Big 10",0.0230672150673366
"11984","Michigan State","Big 10",0.010686022111268
"11985","Michigan State","Big 10",0.0256824987451785
"11986","Michigan State","Big 10",0.0849421637022976
"11987","Michigan State","Big 10",0.0425569384960745
"11988","Michigan State","Big 10",0.489129920165147
"11989","Michigan State","Big 10",0.171051902620931
"11990","Michigan State","Big 10",0.340741615513123
"11991","Michigan State","Big 10",0.107701225286138
"11992","Michigan State","Big 10",0.111015250272776
"11993","Michigan State","Big 10",0.0611722066868465
"11994","Michigan State","Big 10",0.226531763691437
"11995","Michigan State","Big 10",0.138146617460338
"11996","Michigan State","Big 10",0.0409145617818369
"11997","Michigan State","Big 10",0.0393019231259463
"11998","Michigan State","Big 10",0.43597057837999
"11999","Michigan State","Big 10",0.170846052636911
"12000","Michigan State","Big 10",0.171940305280579
"12001","Mississippi State","SEC",0.456895984891822
"12002","Mississippi State","SEC",0.110024263404502
"12003","Mississippi State","SEC",0.641221525052367
"12004","Mississippi State","SEC",0.466920764945322
"12005","Mississippi State","SEC",0.260122600765574
"12006","Mississippi State","SEC",0.442262021889991
"12007","Mississippi State","SEC",0.326998215883142
"12008","Mississippi State","SEC",0.623740327534806
"12009","Mississippi State","SEC",0.149567342959665
"12010","Mississippi State","SEC",0.397464750248695
"12011","Mississippi State","SEC",0.051050859617693
"12012","Mississippi State","SEC",0.220218288017143
"12013","Mississippi State","SEC",0.173610994114028
"12014","Mississippi State","SEC",0.00150262068807399
"12015","Mississippi State","SEC",0.343993999612446
"12016","Mississippi State","SEC",0.243609019353146
"12017","Mississippi State","SEC",0.118392130121435
"12018","Mississippi State","SEC",0.131840034687104
"12019","Mississippi State","SEC",0.342137522979793
"12020","Mississippi State","SEC",0.0914972851700754
"12021","Mississippi State","SEC",0.122052909322296
"12022","Mississippi State","SEC",0.141544691557768
"12023","Mississippi State","SEC",0.267917026274662
"12024","Mississippi State","SEC",0.128028375091919
"12025","Mississippi State","SEC",0.0455788684221562
"12026","Mississippi State","SEC",0.431378422107836
"12027","Mississippi State","SEC",0.775822061372929
"12028","Mississippi State","SEC",0.732586193074067
"12029","Mississippi State","SEC",0.0404826769282891
"12030","Mississippi State","SEC",0.0785031077749958
"12031","Mississippi State","SEC",0.119678327653358
"12032","Mississippi State","SEC",0.0617752040806917
"12033","Mississippi State","SEC",0.217574582333079
"12034","Mississippi State","SEC",0.10836824654038
"12035","Mississippi State","SEC",0.533535104147782
"12036","Mississippi State","SEC",0.431971905854047
"12037","Mississippi State","SEC",0.0020910212575893
"12038","Mississippi State","SEC",0.0777483525286915
"12039","Mississippi State","SEC",0.0142562205712449
"12040","Mississippi State","SEC",0.0742483582587681
"12041","Mississippi State","SEC",0.28022538372183
"12042","Mississippi State","SEC",0.129014822586218
"12043","Mississippi State","SEC",0.33908128811345
"12044","Mississippi State","SEC",0.413455824556496
"12045","Mississippi State","SEC",0.31122780663786
"12046","Mississippi State","SEC",0.279047921292584
"12047","Mississippi State","SEC",0.189621403680791
"12048","Mississippi State","SEC",0.0631812418079407
"12049","Mississippi State","SEC",0.306093574677489
"12050","Mississippi State","SEC",0.53564784613923
"12051","Mississippi State","SEC",0.161573731094575
"12052","Mississippi State","SEC",0.0952029921117507
"12053","Mississippi State","SEC",0.0886649209208888
"12054","Mississippi State","SEC",0.473834123227084
"12055","Mississippi State","SEC",0.679075511414207
"12056","Mississippi State","SEC",0.120533725762304
"12057","Mississippi State","SEC",0.241321093776877
"12058","Mississippi State","SEC",0.308641803894112
"12059","Mississippi State","SEC",0.0571127754673199
"12060","Mississippi State","SEC",0.148613397116604
"12061","Mississippi State","SEC",0.441167105450593
"12062","Mississippi State","SEC",0.036375036119166
"12063","Mississippi State","SEC",0.112542796144588
"12064","Mississippi State","SEC",0.0555153535010831
"12065","Mississippi State","SEC",0.676652009390831
"12066","Mississippi State","SEC",0.0513394481331394
"12067","Mississippi State","SEC",0.080732476875655
"12068","Mississippi State","SEC",0.16618515760513
"12069","Mississippi State","SEC",0.00565097679751707
"12070","Mississippi State","SEC",0.494604792855407
"12071","Mississippi State","SEC",0.109214434254198
"12072","Mississippi State","SEC",0.411823670556116
"12073","Mississippi State","SEC",0.0923610448216231
"12074","Mississippi State","SEC",0.0222160330491354
"12075","Mississippi State","SEC",0.107798348778252
"12076","Mississippi State","SEC",0.259337892330721
"12077","Mississippi State","SEC",0.480977282324824
"12078","Mississippi State","SEC",0.21002734086454
"12079","Mississippi State","SEC",0.124114221488995
"12080","Mississippi State","SEC",0.00427045508379067
"12081","Mississippi State","SEC",0.22290394504585
"12082","Mississippi State","SEC",0.424774037514721
"12083","Mississippi State","SEC",0.0195246748248733
"12084","Mississippi State","SEC",0.204807939933289
"12085","Mississippi State","SEC",0.0975343574055306
"12086","Mississippi State","SEC",0.37034402713845
"12087","Mississippi State","SEC",0.156234631993495
"12088","Mississippi State","SEC",0.465071957042118
"12089","Mississippi State","SEC",0.487656615132617
"12090","Mississippi State","SEC",0.276508064966599
"12091","Mississippi State","SEC",0.549822201234437
"12092","Mississippi State","SEC",0.51388706764164
"12093","Mississippi State","SEC",0.216475605026909
"12094","Mississippi State","SEC",0.141698745910792
"12095","Mississippi State","SEC",0.0698972522398017
"12096","Mississippi State","SEC",0.732489533882412
"12097","Mississippi State","SEC",0.360427601445287
"12098","Mississippi State","SEC",0.106246598999918
"12099","Mississippi State","SEC",0.0245611222248148
"12100","Mississippi State","SEC",0.278946161355599
"12101","Mississippi State","SEC",0.270195467461573
"12102","Mississippi State","SEC",0.339317519400432
"12103","Mississippi State","SEC",0.261278250578663
"12104","Mississippi State","SEC",0.600863709202393
"12105","Mississippi State","SEC",0.0124612863362161
"12106","Mississippi State","SEC",0.00211771056599001
"12107","Mississippi State","SEC",0.489863351281913
"12108","Mississippi State","SEC",0.391457426851594
"12109","Mississippi State","SEC",0.317579911838398
"12110","Mississippi State","SEC",0.125668405546259
"12111","Mississippi State","SEC",0.527351352861332
"12112","Mississippi State","SEC",0.809296478005333
"12113","Mississippi State","SEC",0.0301700249334156
"12114","Mississippi State","SEC",0.458491939629241
"12115","Mississippi State","SEC",0.251503905657328
"12116","Mississippi State","SEC",0.204481042488842
"12117","Mississippi State","SEC",0.274801757215508
"12118","Mississippi State","SEC",0.000269355644344068
"12119","Mississippi State","SEC",0.577092857031939
"12120","Mississippi State","SEC",0.00388960097413338
"12121","Mississippi State","SEC",0.0405514805881856
"12122","Mississippi State","SEC",0.097946645954037
"12123","Mississippi State","SEC",0.0140486256411734
"12124","Mississippi State","SEC",0.648515371195541
"12125","Mississippi State","SEC",0.822386038161449
"12126","Mississippi State","SEC",0.109787597310128
"12127","Mississippi State","SEC",0.485627127915796
"12128","Mississippi State","SEC",0.385443165820682
"12129","Mississippi State","SEC",0.187904461535835
"12130","Mississippi State","SEC",0.256102760310843
"12131","Mississippi State","SEC",0.121981301324557
"12132","Mississippi State","SEC",0.406695916959695
"12133","Mississippi State","SEC",0.0235075191505329
"12134","Mississippi State","SEC",0.0629155359118793
"12135","Mississippi State","SEC",0.600262744882876
"12136","Mississippi State","SEC",0.0469825807994935
"12137","Mississippi State","SEC",0.107533397082562
"12138","Mississippi State","SEC",0.350906678844321
"12139","Mississippi State","SEC",0.345745755936953
"12140","Mississippi State","SEC",0.080371353880087
"12141","Mississippi State","SEC",0.228441633287083
"12142","Mississippi State","SEC",0.336197385075631
"12143","Mississippi State","SEC",0.148424536379052
"12144","Mississippi State","SEC",0.00478726587892623
"12145","Mississippi State","SEC",0.0684643036559395
"12146","Mississippi State","SEC",0.138917952839413
"12147","Mississippi State","SEC",0.130382611058604
"12148","Mississippi State","SEC",0.782760557201548
"12149","Mississippi State","SEC",0.304498594976377
"12150","Mississippi State","SEC",0.415554703098972
"12151","Mississippi State","SEC",0.481136579610129
"12152","Mississippi State","SEC",0.0107771319097795
"12153","Mississippi State","SEC",0.206722910264494
"12154","Mississippi State","SEC",0.700076113383084
"12155","Mississippi State","SEC",0.107927681517501
"12156","Mississippi State","SEC",0.287144209047212
"12157","Mississippi State","SEC",0.365985759255303
"12158","Mississippi State","SEC",0.278377626527489
"12159","Mississippi State","SEC",0.163928114060323
"12160","Mississippi State","SEC",0.0228114189078908
"12161","Mississippi State","SEC",0.0161671530275193
"12162","Mississippi State","SEC",0.252285615361575
"12163","Mississippi State","SEC",0.447753659210908
"12164","Mississippi State","SEC",0.48938915550932
"12165","Mississippi State","SEC",0.102993311028226
"12166","Mississippi State","SEC",0.146070369540497
"12167","Mississippi State","SEC",0.275833848048878
"12168","Mississippi State","SEC",0.349116037052842
"12169","Mississippi State","SEC",0.62137127872634
"12170","Mississippi State","SEC",0.119219080843486
"12171","Mississippi State","SEC",0.000291005145671145
"12172","Mississippi State","SEC",0.100365571783904
"12173","Mississippi State","SEC",0.423028101573988
"12174","Mississippi State","SEC",0.303987602465997
"12175","Mississippi State","SEC",0.0630025379801862
"12176","Mississippi State","SEC",0.527625329202292
"12177","Mississippi State","SEC",0.307798533942347
"12178","Mississippi State","SEC",0.193606277125719
"12179","Mississippi State","SEC",0.268798312360721
"12180","Mississippi State","SEC",0.342508507026458
"12181","Mississippi State","SEC",0.370234008365552
"12182","Mississippi State","SEC",0.265957339173355
"12183","Mississippi State","SEC",0.537265018777757
"12184","Mississippi State","SEC",0.088898735854433
"12185","Mississippi State","SEC",0.0461489953858028
"12186","Mississippi State","SEC",0.00267757961132413
"12187","Mississippi State","SEC",0.351213377612126
"12188","Mississippi State","SEC",0.0886245777248483
"12189","Mississippi State","SEC",0.209176421395369
"12190","Mississippi State","SEC",0.190069699497194
"12191","Mississippi State","SEC",0.140713724023328
"12192","Mississippi State","SEC",0.0869439101913448
"12193","Mississippi State","SEC",0.514570576585578
"12194","Mississippi State","SEC",0.285715596357021
"12195","Mississippi State","SEC",0.209894335312781
"12196","Mississippi State","SEC",0.027303119493749
"12197","Mississippi State","SEC",0.391678140810257
"12198","Mississippi State","SEC",0.232293632346002
"12199","Mississippi State","SEC",0.42148717625415
"12200","Mississippi State","SEC",0.412365477868581
"12201","Mississippi State","SEC",0.103796695068625
"12202","Mississippi State","SEC",0.23061952608891
"12203","Mississippi State","SEC",0.639201731118157
"12204","Mississippi State","SEC",0.707265911700523
"12205","Mississippi State","SEC",0.164007591778161
"12206","Mississippi State","SEC",0.215434373595781
"12207","Mississippi State","SEC",0.185335545947955
"12208","Mississippi State","SEC",0.284056392137295
"12209","Mississippi State","SEC",0.572691578439609
"12210","Mississippi State","SEC",0.530622373197837
"12211","Mississippi State","SEC",0.0035978293844578
"12212","Mississippi State","SEC",0.132590871703724
"12213","Mississippi State","SEC",0.39306514032542
"12214","Mississippi State","SEC",0.835977837555902
"12215","Mississippi State","SEC",0.330026968487442
"12216","Mississippi State","SEC",0.0497360265412454
"12217","Mississippi State","SEC",0.993916346761401
"12218","Mississippi State","SEC",0.699654845691872
"12219","Mississippi State","SEC",0.141399659754505
"12220","Mississippi State","SEC",0.100609506623791
"12221","Mississippi State","SEC",0.091945449671016
"12222","Mississippi State","SEC",0.235579471626203
"12223","Mississippi State","SEC",0.424486520943157
"12224","Mississippi State","SEC",0.204917462229074
"12225","Mississippi State","SEC",0.680260363225094
"12226","Mississippi State","SEC",0.848297243019375
"12227","Mississippi State","SEC",0.496324210087695
"12228","Mississippi State","SEC",0.145028872314308
"12229","Mississippi State","SEC",0.144709461686959
"12230","Mississippi State","SEC",0.082553427166988
"12231","Mississippi State","SEC",0.529280424330808
"12232","Mississippi State","SEC",0.252232480281708
"12233","Mississippi State","SEC",0.660157496001691
"12234","Mississippi State","SEC",0.810886129342722
"12235","Mississippi State","SEC",0.347703938405137
"12236","Mississippi State","SEC",0.0277450102398473
"12237","Mississippi State","SEC",0.104444483511043
"12238","Mississippi State","SEC",0.174659403858708
"12239","Mississippi State","SEC",0.120041375203797
"12240","Mississippi State","SEC",0.281458455317668
"12241","Mississippi State","SEC",0.260117604454429
"12242","Mississippi State","SEC",0.116841967530405
"12243","Mississippi State","SEC",0.0849760332882044
"12244","Mississippi State","SEC",0.638445997147514
"12245","Mississippi State","SEC",0.00852710654240801
"12246","Mississippi State","SEC",0.0965766790980964
"12247","Mississippi State","SEC",0.133282960028498
"12248","Mississippi State","SEC",0.139225641612053
"12249","Mississippi State","SEC",0.329168475915367
"12250","Mississippi State","SEC",0.340021280868271
"12251","Mississippi State","SEC",0.190879770072541
"12252","Mississippi State","SEC",0.103187839407827
"12253","Mississippi State","SEC",0.0883826367787081
"12254","Mississippi State","SEC",0.352985933918172
"12255","Mississippi State","SEC",0.712143730611702
"12256","Mississippi State","SEC",0.584434261051858
"12257","Mississippi State","SEC",0.456509015083157
"12258","Mississippi State","SEC",0.1623066274194
"12259","Mississippi State","SEC",0.218741252812068
"12260","Mississippi State","SEC",0.0883323011226805
"12261","Mississippi State","SEC",0.0337705483354074
"12262","Mississippi State","SEC",0.000378352724492637
"12263","Mississippi State","SEC",0.170843482039459
"12264","Mississippi State","SEC",0.261792649236869
"12265","Mississippi State","SEC",0.44013339165939
"12266","Mississippi State","SEC",0.353800461257735
"12267","Mississippi State","SEC",0.0689528158453209
"12268","Mississippi State","SEC",0.231507726882267
"12269","Mississippi State","SEC",0.36452548742054
"12270","Mississippi State","SEC",0.446271037830135
"12271","Mississippi State","SEC",0.260547603233414
"12272","Mississippi State","SEC",0.268830065623074
"12273","Mississippi State","SEC",0.342896028209247
"12274","Mississippi State","SEC",0.608188623479265
"12275","Mississippi State","SEC",0.0191049431962023
"12276","Mississippi State","SEC",0.0512140070879611
"12277","Mississippi State","SEC",0.628345952801769
"12278","Mississippi State","SEC",0.00607224739560008
"12279","Mississippi State","SEC",0.445882226754654
"12280","Mississippi State","SEC",0.251330744195249
"12281","Mississippi State","SEC",0.151575705577509
"12282","Mississippi State","SEC",0.210869049370763
"12283","Mississippi State","SEC",0.144274179417295
"12284","Mississippi State","SEC",0.0957967721491719
"12285","Mississippi State","SEC",0.653245494565285
"12286","Mississippi State","SEC",0.351550139257473
"12287","Mississippi State","SEC",0.208540370952952
"12288","Mississippi State","SEC",0.747489875752787
"12289","Mississippi State","SEC",0.187817197829955
"12290","Mississippi State","SEC",0.0562762420478879
"12291","Mississippi State","SEC",0.3562466365217
"12292","Mississippi State","SEC",0.0210721753011853
"12293","Mississippi State","SEC",0.133738706688176
"12294","Mississippi State","SEC",0.165723306578415
"12295","Mississippi State","SEC",0.0939184824649161
"12296","Mississippi State","SEC",0.458629522384197
"12297","Mississippi State","SEC",0.00732408397663271
"12298","Mississippi State","SEC",0.355227720356966
"12299","Mississippi State","SEC",0.200928374151422
"12300","Mississippi State","SEC",0.315110970741241
"12301","Mississippi State","SEC",0.0190393285369175
"12302","Mississippi State","SEC",0.240387583064662
"12303","Mississippi State","SEC",0.296513465109583
"12304","Mississippi State","SEC",0.00925122740164257
"12305","Mississippi State","SEC",0.0253286629258291
"12306","Mississippi State","SEC",0.0875047546660326
"12307","Mississippi State","SEC",0.218622668517041
"12308","Mississippi State","SEC",0.269059445358361
"12309","Mississippi State","SEC",0.334968296032693
"12310","Mississippi State","SEC",0.122426722625328
"12311","Mississippi State","SEC",0.652463318102197
"12312","Mississippi State","SEC",0.247185509829608
"12313","Mississippi State","SEC",0.536971545045924
"12314","Mississippi State","SEC",0.270639985611652
"12315","Mississippi State","SEC",0.0231978003378039
"12316","Mississippi State","SEC",0.052868088805071
"12317","Mississippi State","SEC",0.432152347083872
"12318","Mississippi State","SEC",0.0730386953359311
"12319","Mississippi State","SEC",0.193108845182067
"12320","Mississippi State","SEC",0.0606178858787399
"12321","Mississippi State","SEC",0.558350362043916
"12322","Mississippi State","SEC",0.0837916156491064
"12323","Mississippi State","SEC",0.0731817272356658
"12324","Mississippi State","SEC",0.0489443739395847
"12325","Mississippi State","SEC",0.358479158470013
"12326","Mississippi State","SEC",0.19772026414603
"12327","Mississippi State","SEC",0.222315428004872
"12328","Mississippi State","SEC",0.327584858775829
"12329","Mississippi State","SEC",0.419778613579917
"12330","Mississippi State","SEC",0.1174730556048
"12331","Mississippi State","SEC",0.499936998457503
"12332","Mississippi State","SEC",0.509323839018012
"12333","Mississippi State","SEC",0.387343163178793
"12334","Mississippi State","SEC",0.265681894404269
"12335","Mississippi State","SEC",0.363689609854115
"12336","Mississippi State","SEC",0.315275306433423
"12337","Mississippi State","SEC",0.361705289132694
"12338","Mississippi State","SEC",0.111289152420644
"12339","Mississippi State","SEC",0.141949082756258
"12340","Mississippi State","SEC",0.242270958795551
"12341","Mississippi State","SEC",0.119598387347604
"12342","Mississippi State","SEC",0.317817015171883
"12343","Mississippi State","SEC",0.611313801282129
"12344","Mississippi State","SEC",0.158656588809998
"12345","Mississippi State","SEC",0.411737034796904
"12346","Mississippi State","SEC",0.0015143368961868
"12347","Mississippi State","SEC",0.351040719456262
"12348","Mississippi State","SEC",0.252187872507
"12349","Mississippi State","SEC",0.685072780150337
"12350","Mississippi State","SEC",0.244271580805161
"12351","Mississippi State","SEC",0.550756841666539
"12352","Mississippi State","SEC",0.0104977636122294
"12353","Mississippi State","SEC",0.271195787411181
"12354","Mississippi State","SEC",0.100589525404186
"12355","Mississippi State","SEC",0.502877341348212
"12356","Mississippi State","SEC",0.161633185993467
"12357","Mississippi State","SEC",0.112424040512283
"12358","Mississippi State","SEC",0.0369224868475706
"12359","Mississippi State","SEC",0.33451585588115
"12360","Mississippi State","SEC",0.0768718994889157
"12361","Mississippi State","SEC",0.0621484867331794
"12362","Mississippi State","SEC",0.0219139776384611
"12363","Mississippi State","SEC",0.541880334259856
"12364","Mississippi State","SEC",0.0143701019423148
"12365","Mississippi State","SEC",0.357599369003612
"12366","Mississippi State","SEC",0.0682812051151039
"12367","Mississippi State","SEC",0.154646360425145
"12368","Mississippi State","SEC",0.485141789051969
"12369","Mississippi State","SEC",0.14418043189645
"12370","Mississippi State","SEC",0.681684797457745
"12371","Mississippi State","SEC",0.0346480255578018
"12372","Mississippi State","SEC",0.304345099262606
"12373","Mississippi State","SEC",0.132498423158069
"12374","Mississippi State","SEC",0.686372340484897
"12375","Mississippi State","SEC",0.119325891374059
"12376","Mississippi State","SEC",0.093281984181809
"12377","Mississippi State","SEC",0.000414772185177407
"12378","Mississippi State","SEC",0.289210057691844
"12379","Mississippi State","SEC",0.367958701691873
"12380","Mississippi State","SEC",0.0135046811032757
"12381","Mississippi State","SEC",0.395340848672471
"12382","Mississippi State","SEC",0.439216954148675
"12383","Mississippi State","SEC",0.00413789356540726
"12384","Mississippi State","SEC",0.381895784145246
"12385","Mississippi State","SEC",0.123340966754287
"12386","Mississippi State","SEC",0.0739106872811107
"12387","Mississippi State","SEC",0.257655936695397
"12388","Mississippi State","SEC",0.0111829128641447
"12389","Mississippi State","SEC",0.0894626576460562
"12390","Mississippi State","SEC",0.0102116992414847
"12391","Mississippi State","SEC",0.341409384859415
"12392","Mississippi State","SEC",0.116061454423341
"12393","Mississippi State","SEC",0.329220701271674
"12394","Mississippi State","SEC",0.246204475127888
"12395","Mississippi State","SEC",0.103470718050014
"12396","Mississippi State","SEC",0.0885245125557449
"12397","Mississippi State","SEC",0.0268596027424894
"12398","Mississippi State","SEC",0.127698215097396
"12399","Mississippi State","SEC",0.0128274312032037
"12400","Mississippi State","SEC",0.371314048976866
"12401","Mississippi State","SEC",0.0682157237859108
"12402","Mississippi State","SEC",0.0138063982747111
"12403","Mississippi State","SEC",0.0727952979079089
"12404","Mississippi State","SEC",0.593809086765797
"12405","Mississippi State","SEC",0.39248441430858
"12406","Mississippi State","SEC",0.0569646797207661
"12407","Mississippi State","SEC",0.260882973060063
"12408","Mississippi State","SEC",0.117758361230939
"12409","Mississippi State","SEC",0.281497042275785
"12410","Mississippi State","SEC",0.0363052773080932
"12411","Mississippi State","SEC",0.00314860163959529
"12412","Mississippi State","SEC",0.0401033588209582
"12413","Mississippi State","SEC",0.728276427126658
"12414","Mississippi State","SEC",0.246392478677914
"12415","Mississippi State","SEC",0.0942882568850796
"12416","Mississippi State","SEC",0.0470990433361003
"12417","Mississippi State","SEC",0.0502858619364862
"12418","Mississippi State","SEC",0.471281756568916
"12419","Mississippi State","SEC",0.318828161347866
"12420","Mississippi State","SEC",0.519837914213519
"12421","Mississippi State","SEC",0.615674148511813
"12422","Mississippi State","SEC",0.267957367932285
"12423","Mississippi State","SEC",0.756822091870448
"12424","Mississippi State","SEC",0.546699554846336
"12425","Mississippi State","SEC",0.217600932023588
"12426","Mississippi State","SEC",0.119250690463498
"12427","Mississippi State","SEC",0.166501059844536
"12428","Mississippi State","SEC",0.170914754759219
"12429","Mississippi State","SEC",0.598095122937947
"12430","Mississippi State","SEC",0.00492591128296131
"12431","Mississippi State","SEC",0.0247002010080054
"12432","Mississippi State","SEC",0.463295718229462
"12433","Mississippi State","SEC",0.0404489656835776
"12434","Mississippi State","SEC",0.269169680276648
"12435","Mississippi State","SEC",0.430851743961761
"12436","Mississippi State","SEC",0.00143869854327
"12437","Mississippi State","SEC",0.401022557478148
